id,st_title,st_abstract,st_year
s107874,construction of live vaccines using genetically engineered poxviruses: biological activity of vaccinia virus recombinants expressing the hepatitis b virus surface antigen and the herpes simplex virus glycoprotein d.,"construction of live vaccines using genetically engineered poxviruses: biological activity of vaccinia virus recombinants expressing the hepatitis b virus surface antigen and the herpes simplex virus glycoprotein d.. Potential live vaccines using recombinant vaccinia viruses have been constructed for both hepatitis B and herpes simplex. These recombinant vaccinia viruses express cloned genes of the hepatitis B virus surface antigen (HBsAg) or the glycoprotein D from herpes simplex virus (HSV-gD). The HBsAg synthesized in vitro under the regulation of vaccinia virus is secreted from infected cells as a particle of approximately equal to 22 nm diameter with a density of 1.2 g/ml as determined on CsCl gradients. Inoculation of rabbits with the recombinant vaccinia virus that expresses the HBsAg elicits the production of high-titered antibodies. Synthesis of the HSV-gD was detected in tissue culture by radioimmunoassay on unfixed cells, suggesting that the HSV-gD synthesized by the recombinant vaccinia virus is membrane associated. Inoculation of rabbits with the recombinant vaccinia virus expressing HSV-gD resulted in the production of antibodies that reacted with authentic HSV-gD as detected by radioimmunoassay. Furthermore, the anti-serum was shown by plaque-reduction assay to neutralize the infectivity of herpes simplex virus. Immunization of mice with the vaccinia recombinant expressing HSV-gD gave complete protection on subsequent challenge with lethal doses of live herpes simplex virus.",1984
s107959,deletions in the genomes of pseudorabies virus vaccine strains and existence of four isomers of the genomes.,"deletions in the genomes of pseudorabies virus vaccine strains and existence of four isomers of the genomes.. As part of a study designed to identify the genes responsible for the virulence of pseudorabies virus, we have mapped the genomes of two independently derived vaccine strains (Bartha and Norden) by restriction enzyme analysis. The structures of these genomes have been compared with that of the genome of a laboratory strain previously mapped, of restriction fragments which had been cloned. The genome of the Bartha strain was found to be very similar to that of other pseudorabies virus strains, except that a deletion of approximately 2.7 X 10(6) daltons was found in the unique short (US) region. This deletion was also observed in the genome of the Norden vaccine strain but was not observed in the genomes of any other pseudorabies virus strains that have been studied (more than 20). The genome of the Norden strain differs from that of other pseudorabies virus strains in several other respects as well. The most important difference is that in contrast to all other pseudorabies virus strains analyzed to date, which contain a type 2 herpesvirus DNA molecule (in which the US region only inverts itself relative to the unique long [UL] region), the genome of the Norden strain is a type 3 molecule in which both the US and the UL regions of the genome invert themselves, giving rise to four isomeric forms of the genome. The ability of the UL region to invert itself is probably related to the fact that a sequence normally present in all other pseudorabies virus strains at the end of the UL only is found also in inverted form at the junction of the UL and the internal inverted repeat in the Norden strain.",1984
s108113,recombinant nontoxinogenic vibrio cholerae strains as attenuated cholera vaccine candidates.,"recombinant nontoxinogenic vibrio cholerae strains as attenuated cholera vaccine candidates.. An ideal vaccine does not yet exist to prevent cholera, a significant health problem in many less developed countries. Vibrio cholerae, the agent of epidemic and endemic cholera, colonizes the small bowel and secretes a potent enterotoxin that consists of a single A subunit, which stimulates adenylate cyclase activity, and five identical B subunits which bind to the ganglioside GM1 receptor of intestinal mucosal cells. Previous studies in man indicate that toxoid-derived antitoxic immunity by itself is insufficient to provide effective, long-lasting protection against cholera. Using recombinant DNA techniques we have now constructed a live, attenuated V. cholerae strain by deleting genes encoding the enterotoxin. Restriction enzyme fragments encoding cholera toxin were deleted in vitro from cloned vibrio chromosomal DNA and the resulting mutations introduced into the chromosome of a vibrio strain of proven immunogenicity. Recently, Mekalanos and coworkers have reported attenuated V. cholerae strains constructed by similar methods. It appears that recombinant DNA techniques offer a promising approach to the development of effective cholera vaccines.",1984
s108289,transgenic mice harboring sv40 t-antigen genes develop characteristic brain tumors.,"transgenic mice harboring sv40 t-antigen genes develop characteristic brain tumors.. A high percentage of transgenic mice developing from eggs microinjected with plasmids containing the SV40 early region genes and a metallothionein fusion gene develop tumors within the choroid plexus. A line of mice has been established in which nearly every affected animal succumbs to this brain tumor. Thymic hypertrophy and kidney pathology are also observed in some mice. SV40 T-antigen mRNA and protein are readily detected in affected tissues; however, SV40 T-antigen gene expression is barely detectable in unaffected tissues or in susceptible tissues prior to overt pathology, suggesting that tumorigenesis depends upon activation of the SV40 genes. Comparison of DNA from tumor tissue (or cell lines derived from tumors) with DNA from unaffected tissues reveals structural rearrangements as well as changes in DNA methylation of the foreign DNA. The SV40 genes are frequently amplified in tumor tissue, which further indicates that their expression is intimately involved in tumorigenesis in transgenic mice.",1984
s108538,bacterial synthesis of herpes simplex virus types 1 and 2 glycoprotein d antigens.,"bacterial synthesis of herpes simplex virus types 1 and 2 glycoprotein d antigens.. We have used elements of the E. coli lactose (lac) operon to produce a collection of herpes simplex virus types 1 and 2 glycoprotein D (gD-1 and gD-2) antigens. Our approach employed recombinant DNA techniques to construct plasmids with various segments of the gD-1 and gD-2 coding sequences fused to the lacZ gene. Such hybrid genes were expressed in a regulated manner in E. coli by joining them to the lac promoter-operator region. Efficient translation of these hybrid genes was facilitated by incorporating a coding sequence specifying a short peptide leader (lambda cro) in the plasmid expression vectors resulting in synthesis of chimeric Cro-gD-beta-galactosidase proteins. In addition, insertion of synthetic translation terminators at the junction of gD and lacZ enabled us to produce specific truncated gD polypeptide sequences unfused to beta-galactosidase. The gD antigens produced in E. coli were not glycosylated and were generally recovered as dense insoluble aggregates. Proteins containing portions of gD-1 or gD-2 were analyzed by immunoprecipitation using anti-HSV rabbit serum and a number of monoclonal antibodies recognizing different epitopes of gD-1. Initial animal studies were done with antigens that reacted with neutralizing antisera or monoclonal antibodies. When these bacterially produced proteins were injected into rabbits, antibodies were produced that specifically immunoprecipitated authentic gD polypeptides and neutralized the infectivity of both virus types. These studies suggest that gene fusion techniques can be used to produce immunogenic proteins in large quantity. These polypeptides are not only useful in analyses of gene structure and function, but also can provide novel diagnostic reagents and well-defined pure antigens for vaccine development.",1984
s108757,expression of hepatitis b surface antigen gene in yeast.,expression of hepatitis b surface antigen gene in yeast.. The DNA sequence coding for hepatitis B virus surface antigen (HBsAg) was placed under control of the repressible acid phosphatase promoter of the yeast Saccharomyces cerevisiae in a plasmid capable of autonomous replication in both yeast and Escherichia coli. Yeast transformed by this plasmid synthesized up to 5 X 10(5) molecules per cell of immunologically active HBsAg polypeptide in phosphate-free medium. The HBsAg polypeptides produced in the yeast cells were assembled into 20- to 22-nm spherical or oval particles and were immunogenic.,1983
s108837,cloning and expression in e. coli of the malarial sporozoite surface antigen gene from plasmodium knowlesi.,"cloning and expression in e. coli of the malarial sporozoite surface antigen gene from plasmodium knowlesi.. The malarial sporozoite, the infective stage found in the salivary gland of the insect vector, bears highly immunogenic surface antigen(s). Repeated exposure to irradiated sporozoites induces protection against malaria in several host species, including man. Further, monoclonal antibodies that confer passive immunity react with the immunogenic surface determinants of different sporozoite species. One approach to prevent malaria, therefore, would be to produce a vaccine that induces high titres of circulating antibodies against the sporozoite surface determinant(s). However, production of such a vaccine has not been possible since sporozoites cannot be cultivated in vitro and, therefore, only limited amounts of surface antigen may be obtained. To overcome this problem, we have prepared mRNA from Plasmodium knowlesi-infected mosquitoes to construct a cDNA library. From this library we have isolated a clone that expresses the sporozoite surface antigen as a beta-lactamase fusion protein in the plasmid pBR322. This is the first potentially protective malarial antigen to be cloned by recombinant DNA technology.",1983
s108960,expression of hepatitis b virus surface antigen in yeast.,"expression of hepatitis b virus surface antigen in yeast.. The structural gene of Hepatitis B virus surface protein (HBsAg) was introduced into a plasmid capable of autonomous replication and selection in both the yeast Saccharomyces cerevisiae and E. coli. In this plasmid transcription of the HBsAg is initiated by the 5'-flanking sequence of the yeast 3-phosphoglycerate kinase (PGK) gene and terminated by the 3'-flanking region of the yeast TRP1 gene. Yeast cells containing this plasmid produce a new major species of mRNA of 1200 nucleotides in length coding for HBsAg. Viral surface antigen is made in nonglycosylated form at a level of about 1-2 percent of total yeast protein. A small fraction of this polypeptide (2-5 percent) is found in aggregated form upon yeast cell disruption by glass beads. This material is similar in size, density, and shape to the 22nm particle, isolated from the plasma of human hepatitis carriers, and induced comparable levels of HBsAg antibodies in mice when compared with the natural particle.",1983
s108969,fluorescence-activated cell sorting of mouse-human hybrid cells aids in locating the gene for the leu 7 (hnk-1) antigen to human chromosome 11.,"fluorescence-activated cell sorting of mouse-human hybrid cells aids in locating the gene for the leu 7 (hnk-1) antigen to human chromosome 11.. Leu 7 (HNK-1) is a membrane antigen expressed on human natural killer cells and some other lymphoid cells. Starting with two clones of mouse-human hybrid lymphoid cells that had 1.6% and 35% Leu 7-positive cells, respectively, we viably sorted Leu 7-positive and -negative cells using a fluorescence-activated cell sorter (FACS). Short-term progeny of the sorted cells were then karyotyped. Chromosome 11 was the only human chromosome that was absent from the Leu 7-negative population and present in nearly all of the progeny of the Leu 7-positive selected cells. Thus, we assigned the Leu 7 gene to chromosome 11.",1983
s109028,cloned genomic dna sequences from mycoplasma hyorhinis encoding antigens expressed in escherichia coli.,"cloned genomic dna sequences from mycoplasma hyorhinis encoding antigens expressed in escherichia coli.. A library of cloned Mycoplasma hyorhinis genomic sequences was constructed by incorporation of EcoRI digestion fragments of mycoplasma DNA into the lambda Charon 4A bacteriophage vector. Immunological screening of recombinant phage plaques identified clones containing genes encoding mycoplasma antigenic structures expressed in an Escherichia coli host. Two such recombinant phage isolates, lambda Ch4A-MhrG1 and lambda Ch4A-MhrG28, were defined and found to contain distinct genomic sequences by analysis of restriction endonuclease fragments. Inoculation of mice with recombinant gene products from lambda Ch4A-MhrG1 yielded antiserum selectively recognizing a Mr 29,500 trypsin-sensitive mycoplasma constituent. This established a means for producing selected immunogenic mycoplasma component in a bacterial host. The cloned genomic sequences of M. hyorhinis encoding expressed mycoplasma antigens represent molecular probes that can be characterized both by specific DNA sequences and by the antigenic structure of corresponding gene products. These genomic fragments define initial physical markers of the M. hyorhinis genome and may be useful in assessing antigenic and molecular genetic relationships within the genus Mycoplasma and among other members of the class Mollicutes.",1983
s109115,antigens of the erythrocytes stages of the human malaria parasite plasmodium falciparum detected by monoclonal antibodies.,"antigens of the erythrocytes stages of the human malaria parasite plasmodium falciparum detected by monoclonal antibodies.. A range of 22 mouse anti-P. falciparum monoclonal antibodies have been characterized by indirect immunofluorescence and immunoprecipitation. On the basis of these studies, 5 groups of antibodies and 6 classes of antigen were defined. Group I antibodies give, bright, uniform, generalised staining of all blood stages including gametocytes. Three of these antibodies precipitate a metabolically labelled molecule(s) of 35 kDa. One precipitates a 50 kDa antigen. Group II antibodies, which give strong localised immunofluorescence in merozoites, and a weak diffuse pattern in earlier stages, precipitate biosynthetically labelled molecules of 160 kDa. Group III antibodies react with all asexual stages. With merozoites they produce intense staining around the perimeter, both in fixed and unfixed preparations. They precipitate biosynthetic molecules of 190 kDa. Group IV antibodies are identical to Group III except they are stage restricted to schizonts and merozoites. They also precipitate 190 kDa antigens. These, however, in contrast to group III, are readily accessible to 125I-lactoperoxidase labelling. One antibody also precipitates a set of smaller peptides. Finally, Group V antibodies produce very bright ill-defined staining of pigment-containing parasites, as well as of inclusions in the red cell. They precipitate a series of molecules of 160, 60 and 35 kDa which are readily accessible to 125I. The 160 kDa molecule is also labelled by [35S]methionine. These results are discussed in the context of the development of a malaria vaccine and immunodiagnostic tests.",1983
s109395,isolate-specific s-antigen of plasmodium falciparum contains a repeated sequence of eleven amino acids.,"isolate-specific s-antigen of plasmodium falciparum contains a repeated sequence of eleven amino acids.. Antibodies raised against a Plasmodium falciparum protein expressed in Escherichia coli reacted with a 220,000-molecular weight antigen of mature blood-stage parasites. The protein resembles the sporozoite surface antigen being composed of tandem repeats of 11 amino acids. However, it is isolate-specific and the encoding gene is not detectable in strains that do not express the protein.",1983
s109581,identification of a cdna clone encoding a mature blood stage antigen of plasmodium falciparum by immunization of mice with bacterial lysates.,"identification of a cdna clone encoding a mature blood stage antigen of plasmodium falciparum by immunization of mice with bacterial lysates.. A cDNA library was constructed in pBR322 using mRNA from blood stages of a Papua New Guinean isolate of Plasmodium falciparum. Expression of parasite antigens was not directly detectable by conventional immunological assays. To circumvent this, mice were immunized with lysates of cDNA clones, and the antisera raised were assayed for anti-parasite reactivity. One cDNA clone was identified which reliably elicited antibodies to P. falciparum. The mouse antisera were used to characterize the native P. falciparum protein as a 120-kd protein, which is antigenic during natural infection. The protein occurs in late trophozoite and schizont stages and is found in isolates of the parasite from widely separated geographical areas. The genomic context of the antigen gene is conserved in the different isolates.",1984
s109583,hepatitis b virus antigens made in microbial cells immunise against viral infection.,hepatitis b virus antigens made in microbial cells immunise against viral infection.. Chimpanzees have been vaccinated successfully against hepatitis B virus with preparations of the viral antigens made in microbial cells by genetic engineering methods.,1984
s109794,unusual lipopolysaccharide antigens of a salmonella typhi oral vaccine strain expressing the shigella sonnei form i antigen.,"unusual lipopolysaccharide antigens of a salmonella typhi oral vaccine strain expressing the shigella sonnei form i antigen.. Salmonella typhi 5076-1C, a potential live, oral vaccine for protection against typhoid fever and Shigella sonnei shigellosis, expresses the S. sonnei form I antigen and normal S. typhi somatic antigens. Polysaccharide antigens of this galactose epimeraseless genetic derivative strain were hot phenol-water extracted from cells grown with (+gal) and without (-gal) galactose. Ultracentrifugation of the aqueous layer from (+gal) cells resulted in a lipopolysaccharide (LPS) pellet having core-linked S. typhi O-antigen but no core-linked form I antigen; the LPS from (-gal) cells lacked O-antigen. The form I antigen, obtained from the supernatant, was purified by alcohol precipitation and ion exchange chromatography. Unlinked form I and S. typhi O-polysaccharide antigens, both present in the (+gal) supernatant, were further separated by gel filtration. Chemical analyses revealed the 5076-1C form I antigen to be a polymer (Mr = 14,000-20,000) having O-disaccharide repeating units comprised of 2-acetamido-4-amino-2, 4,6-trideoxy-D-galactose and 2-acetamido-2-deoxy-L-altruronic acid. Unlike parental S. sonnei form I LPS, the 5076-1C form I antigen lacked core lipid A, had low phosphorus content, and migrated in polyacrylamide gels with lower relative mobility. In contrast to current concepts of LPS assembly, these data indicate that 5076-1C form I antigen is transported to the cell surface without covalent linkage to core lipid A, and exists as a polymerized, antigenic surface entity.",1984
s110008,oral vaccination of monkeys with an invasive escherichia coli k-12 hybrid expressing shigella flexneri 2a somatic antigen.,"oral vaccination of monkeys with an invasive escherichia coli k-12 hybrid expressing shigella flexneri 2a somatic antigen.. A living oral vaccine, designed to protect against Shigella flexneri 2a infections, was constructed by using Escherichia coli K-12 as a carrier strain. The hybrid strain, designated EC104, contained both chromosomal and plasmid genes from S. flexneri donor strains. In addition to expressing the S. flexneri 2a somatic antigen, it had inherited the property of epithelial-cell invasion. After the oral administration to rhesus monkeys, EC104 was isolated from the feces for up to 3 days, but by day 4 all stool cultures were negative. The serum antibody response against S. flexneri 2a somatic antigen was variable, but the vaccine conferred significant protection against an oral challenge with virulent S. flexneri 2a.",1984
s110009,expression of lipopolysaccharide o antigen in escherichia coli k-12 hybrids containing plasmid and chromosomal genes from shigella dysenteriae 1.,"expression of lipopolysaccharide o antigen in escherichia coli k-12 hybrids containing plasmid and chromosomal genes from shigella dysenteriae 1.. The requirement for both plasmid and chromosomal genes in the biosynthesis of Shigella dysenteriae 1 lipopolysaccharide O antigen was demonstrated in Escherichia coli-Shigella hybrids. A 6-megadalton S. dysenteriae 1 plasmid, designated pWR23, was phenotypically tagged with the Tn3 ampicillin-resistance transposon. The tagged plasmid, designated pWR24, was transferred by transformation or conjugal mobilization to a rough E. coli K-12 recipient. Although the resultant hybrids were agglutinated in S. dysenteriae 1 antiserum, they did not remove all of the anti-Shiga agglutinins in absorption experiments. Modified lipid A core structure was detected in these hybrids, but Shiga O antigen was not expressed. When the his+ locus of the S. dysenteriae 1 chromosome was transferred by transduction to E. coli K-12 containing pWR24, complete Shiga O antigen was expressed. Lipopolysaccharide extracted from these hybrids was indistinguishable chemically, electrophoretically, and serologically from native S. dysenteriae 1 lipopolysaccharide.",1984
s110010,construction of a potential live oral bivalent vaccine for typhoid fever and cholera-escherichia coli-related diarrheas.,"construction of a potential live oral bivalent vaccine for typhoid fever and cholera-escherichia coli-related diarrheas.. We used the Salmonella typhi galactose epimerase (galE) mutant strain Ty21a, shown to be a safe, effective, living, attenuated oral typhoid vaccine, as a recipient for a recombinant plasmid containing the gene for production of the nontoxic B subunit of the heat-labile enterotoxin of Escherichia coli. The S. typhi derivative, strain SE12, produced heat-labile enterotoxin subunit B that was structurally and immunologically indistinguishable from heat-labile enterotoxin subunit B produced by strains of E. coli harboring the same plasmid. Tests in mice and guinea pigs showed that strain SE12 was safe when given orally and was capable of inducing a significant antitoxic antibody response when injected parenterally. Moreover, it retained the galactose sensitivity of the parent strain, preserving its utility as a typhoid vaccine. This strain may prove to be a useful live oral bivalent vaccine strain for typhoid fever and cholera-E. coli-related diarrheas.",1984
s110051,"recognition of hla-a2 and -b7 antigens by cloned cytotoxic t lymphocytes after gene transfer into human and monkey, but not mouse, cells.","recognition of hla-a2 and -b7 antigens by cloned cytotoxic t lymphocytes after gene transfer into human and monkey, but not mouse, cells.. The genes that code for the human major histocompatibility class I antigens, HLA-A2 and HLA-B7, were introduced into human, monkey, and mouse cell lines by cotransfection with suitable biochemical markers and the fluorescence-activated cell sorter was used to identify and/or select stable cell populations expressing high surface levels of these antigens. Levels of expression obtained were similar to those observed for endogenous HLA antigens on various human cell lines and were 25-80% of those observed on the human B-lymphoblastoid cell line JY. Serologically defined HLA-A2 and HLA-B7 polymorphic determinants remained intact on all transfected recipient cells analyzed. Cloned human allospecific cytotoxic T lymphocytes (CTL) specific for HLA-A2 or HLA-B7 were capable of lysing appropriate HLA-transfected human cells with comparable efficiency to JY cell lysis. Two of 10 CTL clones lysed appropriate monkey cell transfectants with approximately equal to 20% the efficiency of human cell transfectants. No specific lysis of any HLA-transfected mouse cell lines, including a B cell lymphoma, was observed despite comparable levels of surface antigen expression or after induction of higher levels by mouse gamma-interferon. Furthermore, L cells expressing human beta 2-microglobulin in addition to HLA-A2 or -B7 were not lysed by these CTL. Thus, an additional species-specific component may be involved in lysis by allogeneic CTL--possibly related to the function(s) of other surface proteins on target cells.",1984
s110359,"interferon-gamma induces enhanced expression of ia and h-2 antigens on b lymphoid, macrophage, and myeloid cell lines.","interferon-gamma induces enhanced expression of ia and h-2 antigens on b lymphoid, macrophage, and myeloid cell lines.. The levels of class II major histocompatibility complex (MHC) antigens (la antigens) on cells of a cultured B lymphoma line (WEHI-279) were significantly increased after 24 hr incubation with medium conditioned by concanavalin A-stimulated mouse or rat spleen cells, or by an azobenzenearsonate- (ABA) specific T cell clone that had been stimulated with ABA-coupled spleen cells or concanavalin A. The levels and properties of the la-inducing activity correlated with those of interferon-gamma (IFN-gamma) measured by inhibition of virus plaque formation. Both the la-inducing activity and the IFN-gamma from the T cell clone had an apparent m.w. of 40,000 determined by gel filtration, were sensitive to treatment with trypsin or exposure to pH 2, but were stable to heat (56 degrees C, 1 hr). The induction of la antigens on WEHI-279 cells was dose-dependent, and the maximum response occurred at a concentration corresponding to 1 to 2 U/ml of antiviral activity. This T cell-derived IFN-gamma-like molecule also increased the expression of cell surface la antigens on another B cell line (WEHI-231), and cell lines of macrophage (J774) and myeloid (WEHI-3B and WEHI-265) origin. Furthermore, in all cases the levels of class I MHC (H-2K or H-2D) antigens were also increased. Similar patterns of induction of Ia and H-2 antigens were obtained with supernatants containing IFN-gamma produced by a monkey cell line (COS) that had been transfected with a plasmid bearing the cloned murine IFN-gamma gene. This activity was sensitive to pH 2 and was not present in the supernatant from COS cells that were not transfected with the murine IFN-gamma gene. These results established that IFN-gamma is the T cell-derived molecule that induces the enhanced expression of Ia and H-2 antigens on B cells and macrophages. A major physiologic role of IFN-gamma may be to regulate immune function through the enhanced expression of MHC antigens.",1983
s110438,cloning of the protective antigen gene of bacillus anthracis.,"cloning of the protective antigen gene of bacillus anthracis.. The tripartite protein toxin of Bacillus anthracis consists of protective antigen (PA), edema factor (EF), and lethal factor (LF). As a first step in developing a more efficacious anthrax vaccine, recombinant plasmids containing the PA gene have been isolated. A library was constructed in the E. coli vector pBR322 from Bam HI-generated fragments of the anthrax plasmid, pBA1. Two clones producing PA were identified by screening lysates with ELISA (enzyme-linked immunosorbent assay). Western blots revealed a full-size PA protein in the recombinant E. coli, and a cell elongation assay demonstrated biological activity. Both positive clones had a 6 kb insert of DNA, which mapped in the Bam HI site of the vector. The two inserts are the same except that they lie in opposite orientations with respect to the vector. Thus PA is encoded by the plasmid pBA1.",1983
s110899,chimeric human antibody molecules: mouse antigen-binding domains with human constant region domains.,"chimeric human antibody molecules: mouse antigen-binding domains with human constant region domains.. We have created mouse-human antibody molecules of defined antigen-binding specificity by taking the variable region genes of a mouse antibody-producing myeloma cell line with known antigen-binding specificity and joining them to human immunoglobulin constant region genes using recombinant DNA techniques. Chimeric genes were constructed that utilized the rearranged and expressed antigen-binding variable region exons from the myeloma cell line S107, which produces an IgA (kappa) anti-phosphocholine antibody. The heavy chain variable region exon was joined to human IgG1 or IgG2 heavy chain constant region genes, and the light chain variable region exon from the same myeloma was joined to the human kappa light chain gene. These genes were transfected into mouse myeloma cell lines, generating transformed cells that produce chimeric mouse-human IgG (kappa) or IgG (kappa) anti-phosphocholine antibodies. The transformed cell lines remained tumorigenic in mice and the chimeric molecules were present in the ascitic fluids and sera of tumor-bearing mice.",1984
s111003,monoclonal antibodies to hepatitis b surface antigen (hbsag) with anti-alpha specificity recognize a synthetic peptide analogue (s135-155) with unmodified lysine (141).,"monoclonal antibodies to hepatitis b surface antigen (hbsag) with anti-alpha specificity recognize a synthetic peptide analogue (s135-155) with unmodified lysine (141).. A synthetic peptide corresponding to residues 135-155 (S135-155) of the major protein component of HBsAg was conjugated to beta-galactosidase. This conjugate reacted with monoclonal anti-HBs antibodies having anti-alpha group specificity. The reaction was inhibited by: HBsAg of either subtype ad or ay; by unconjugated S135-155 or a shorter peptide S140-155, but not by unrelated peptides. Modification of lysine residues of either HBsAg or S135-155 reduced this inhibitory effect. These results indicate that Lys 141 is essential for maintaining the antigenicity of one of the epitopes responsible for the common alpha specificity of HBsAg and that studies involving the use of synthetic peptides and modifications of distinct amino acid residues in the native protein or in the peptide may help in characterizing epitopes of viral antigens in general.",1984
s112382,laboratory-based surveillance of influenza a(h1n1) and a(h3n2) viruses in 1980-81: antigenic and genomic analyses.,"laboratory-based surveillance of influenza a(h1n1) and a(h3n2) viruses in 1980-81: antigenic and genomic analyses.. During 1981, the A/Brazil/11/78-like strains of influenza virus that had been prevalent from 1978 to 1980 were displaced by a new set of heterogeneous, but closely related, variants (reference strain, A/England/333/80). Genomic analysis revealed that these new variants were almost exclusively nonrecombinant H1N1 viruses, i.e., they contained no genes of H3N2 origin. However, a few recombinant viruses containing the new variant HA and genes of H3N2 origin were identified. Antigenic analysis of H3N2 viruses indicated that they were also heterogeneous. The majority of these virus isolates were antigenically intermediate between A/Texas/1/77 and A/Bangkok/1/79, but additional variants were detected. Genomic analysis revealed that the H3N2 viruses isolated in the winter of 1980-81 were quite similar to H3N2 viruses isolated from 1977-79 in their T(1) oligonucleotide maps. No H1N1 genes were detected in H3N2 virus isolates. Comparison of pairs of oligonucleotide maps of total virus RNA indicated that a similar rate of genetic change had occurred for nonrecombinant H1N1 viruses, for recombinant H1N1 viruses, and for H3N2 viruses and that, in general, pairs of viruses exhibited increasing numbers of changes in their oligonucleotide maps as the time interval between isolation of the viruses increased.",1983
s112496,purified lupus antigen la recognizes an oligouridylate stretch common to the 3' termini of rna polymerase iii transcripts.,"purified lupus antigen la recognizes an oligouridylate stretch common to the 3' termini of rna polymerase iii transcripts.. The small ribonucleoproteins recognized by anti-La sera consist mainly of RNA polymerase III products complexed with an antigenic cellular protein of 50 kd. A biochemical procedure for purifying the La protein from HeLa cells is described. The interaction of the isolated protein with a collection of model tRNA precursors, generated by ligation of specific oligonucleotides to the 3' terminus of yeast tRNAPhe, was studied. The most stable complexes are formed with adducts possessing three or four terminal uridylate residues. Addition of a terminal phosphate, fragmentation of the RNA, or substitution of other nucleotides reduce the affinity for the La protein. The preferred terminal sequence recognized and bound by La protein is homologous to the transcriptional termination signal for RNA polymerase III.",1984
s112674,subcutaneous administration of inactivated hepatitis b vaccine by automatic jet injection.,"subcutaneous administration of inactivated hepatitis b vaccine by automatic jet injection.. To assess the feasibility of jet injection for mass immunization against hepatitis B virus, inactivated, alum-adsorbed hepatitis B vaccine (Merck, Sharp, and Dohme Research Laboratories, West Point, PA) was administered subcutaneously by automatic jet injection to 19 volunteers lacking antibody to hepatitis B surface antigen (anti-HBs). Three 20-microgram doses were given at 0, 1, and 6 months. Of 19 volunteers, 5 (26%) developed anti-HBs by 1 month after the first injection, and 15 of 19 (79%) were anti-HBs-positive 6 to 8 weeks after the first booster administration. Following the second booster, 16 of 19 (84%) recipients had detectable anti-HBs. Possible systemic reactions were limited to low-grade fever (37.8 degrees C) in one volunteer following one injection, and mild lethargy in a second recipient. Local reactions to jet injection of vaccine occurred more frequently, with indurated, nodular lesions 3-10 mm in diameter developing at the site of 19 of 57 (33%) vaccine injections, compared with 2 of 57 (3%) saline placebo injections. Such nodules were generally painless. Sore arms were noted in 11 of 57 (19%) vaccine injections. With the exception of frequent but minor local reactions, subcutaneous administration of inactivated hepatitis B vaccine by automatic jet injection is safe, and results in vaccine immunogenicity approximating that associated with intramuscular needle injection.",1983
s112693,signals regulating hepatitis b surface antigen transcription.,"signals regulating hepatitis b surface antigen transcription.. About 200 million people are chronic carriers of hepatitis B surface antigen (HBsAg), but since hepatitis B virus (HBV) cannot be propagated in vitro, HBsAg transcription has been studied only in cell lines containing HBV DNA integrated into chromosomes, and HBsAg-related mRNAs 2.0 to 2.5 kilobases (kb) long have been described. We have analysed the transcripts produced in an infected chimpanzee liver and in a rat cell line containing HBV DNA. In contrast to previous suppositions we report here that the major S gene transcript initiates close to the S gene, that is, within the 'pre-S' region and is processed/polyadenylated at a site situated within the core gene. The efficiency of processing/polyadenylation at this site varies between the chimpanzee liver and the rat cell line studied. The S gene promoter does not contain a TATA box but instead has a sequence homologous to that which positions the 5' ends of the major simian virus 40 (SV40) late transcript.",1983
s112771,antigenicity and evolution amongst recent influenza viruses of h1n1 subtype.,"antigenicity and evolution amongst recent influenza viruses of h1n1 subtype.. The sequence of the HA1 subunit region of the haemagglutinin gene of influenza A/USSR/90/77, and A/Brazil/11/78, A/Lackland/3/78, A/England/333/80 and A/India/6263/80 was determined by dideoxy-sequencing methods using total virion RNA and specific oligonucleotide primers for reverse transcriptase. These 1977-1980 strains share a minimum of 85% amino acid sequence homology with influenza A/PR/8/34. Most of the surface amino acid substitutions which occurred during the evolution of A/PR/8/34 to A/USSR/90/77 and subsequently in the 1978-1980 strains are located in the 4 antigenic sites previously defined by an analysis of laboratory-selected mutants of A/PR/8/34. We deduce an evolutionary pathway for the 1977-80 strains and suggest their different epidemic properties may be a consequence of only a few amino acid changes.",1983
